Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
10/14/2020,02/01/2020,10/10/2020,WI,Waukesha County,55133,93,2544
10/14/2020,02/01/2020,10/10/2020,WI,Waupaca County,55135,16,412
10/14/2020,02/01/2020,10/10/2020,WI,Winnebago County,55139,28,1209
10/14/2020,02/01/2020,10/10/2020,WI,Wood County,55141,14,860
10/14/2020,02/01/2020,10/10/2020,WV,Berkeley County,54003,12,624
10/14/2020,02/01/2020,10/10/2020,WV,Cabell County,54011,16,1262
10/14/2020,02/01/2020,10/10/2020,WV,Kanawha County,54039,104,2069
10/14/2020,02/01/2020,10/10/2020,WV,Logan County,54045,25,273
10/14/2020,02/01/2020,10/10/2020,WV,Mercer County,54055,25,502
10/14/2020,02/01/2020,10/10/2020,WV,Monongalia County,54061,24,1086
10/14/2020,02/01/2020,10/10/2020,WV,Ohio County,54069,19,623
10/14/2020,02/01/2020,10/10/2020,WV,Wayne County,54099,10,167
10/14/2020,02/01/2020,10/10/2020,WV,Wood County,54107,11,634
10/14/2020,02/01/2020,10/10/2020,WY,Natrona County,56025,13,645
